Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Streptomyces europaeiscabiei NBC 01735","146819.56","CP109154","fig|146819.56.peg.3977","OHB30_18360",,"PATRIC.146819.56.CP109154.CDS.4211072.4211896.rev","PATRIC","CDS",4211072,4211896,825,"-",,,,,274,,"SLATT domain-containing protein",
"Collinsella intestinalis strain An719","147207.100","JACLZB010000001","fig|147207.100.peg.383","H7U33_01895",,"PATRIC.147207.100.JACLZB010000001.CDS.397339.397917.rev","PATRIC","CDS",397339,397917,579,"-",,,,,192,,"SLATT domain-containing protein",
"Collinsella intestinalis strain An713","147207.101","JACJKR010000001","fig|147207.101.peg.416","H6A22_02105",,"PATRIC.147207.101.JACJKR010000001.CDS.454543.455121.rev","PATRIC","CDS",454543,455121,579,"-",,,,,192,,"SLATT domain-containing protein",
"Salmonella enterica subsp. enterica serovar Enteritidis strain B3540","149539.2586","WIBM01000258","fig|149539.2586.peg.1876","GFJ82_23165",,"PATRIC.149539.2586.WIBM01000258.CDS.1.261.fwd","PATRIC","CDS",1,261,261,"+",,"PLF_590_00010161","PGF_08225224",,86,,"SLATT domain-containing protein",
"Salmonella enterica subsp. enterica serovar Enteritidis strain S19","149539.2608","WICK01000293","fig|149539.2608.peg.2084","GFK27_21415",,"PATRIC.149539.2608.WICK01000293.CDS.1033.1380.rev","PATRIC","CDS",1033,1380,348,"-",,,,,,,"SLATT domain-containing protein",
"Salmonella enterica subsp. enterica serovar Enteritidis B3540","149539.2669","WIBM01000258","fig|149539.2669.peg.1876","GFJ82_23165",,"PATRIC.149539.2669.WIBM01000258.CDS.1.261.fwd","PATRIC","CDS",1,261,261,"+",,"PLF_590_00010161","PGF_08225224",,86,,"SLATT domain-containing protein",
"Salmonella enterica subsp. enterica serovar Enteritidis S19","149539.2691","WICK01000293","fig|149539.2691.peg.2084","GFK27_21415",,"PATRIC.149539.2691.WICK01000293.CDS.1033.1380.rev","PATRIC","CDS",1033,1380,348,"-",,,,,,,"SLATT domain-containing protein",
"Burkholderia ambifaria strain AU34803","152480.112","JAGSUY010000013","fig|152480.112.peg.979","KDW54_24240",,"PATRIC.152480.112.JAGSUY010000013.CDS.167185.167733.fwd","PATRIC","CDS",167185,167733,549,"+",,,,,182,,"SLATT domain-containing protein",
"Streptomyces lunaelactis strain MM91","1535768.10","JABSUN010000186","fig|1535768.10.peg.2120","HRW18_28185",,"PATRIC.1535768.10.JABSUN010000186.CDS.9948.10472.rev","PATRIC","CDS",9948,10472,525,"-",,,,,,,"SLATT domain-containing protein",
"Erysipelatoclostridium ramosum strain UBG201","1547.118","RJZN01000082","fig|1547.118.peg.307","EGP48_02000",,"PATRIC.1547.118.RJZN01000082.CDS.1250.1891.rev","PATRIC","CDS",1250,1891,642,"-",,,,,213,,"SLATT domain-containing protein",
"Mycobacterium grossiae strain DSM 104744","1552759.3","CP043474","fig|1552759.3.peg.260","FZ046_01235",,"PATRIC.1552759.3.CP043474.CDS.242900.243415.fwd","PATRIC","CDS",242900,243415,516,"+",,"PLF_1763_00394221","PGF_12322660",,171,,"SLATT domain-containing protein",
"Cellulomonas hominis strain CS1","156981.4","SZYE01000009","fig|156981.4.peg.4156","FA014_02705",,"PATRIC.156981.4.SZYE01000009.CDS.13013.13756.rev","PATRIC","CDS",13013,13756,744,"-",,,,,247,,"SLATT domain-containing protein",
"Enterobacter hormaechei INSAq140","158836.1555","JAKCMT010000129","fig|158836.1555.peg.608","LZ652_22590",,"PATRIC.158836.1555.JAKCMT010000129.CDS.1.453.rev","PATRIC","CDS",1,453,453,"-",,"PLF_547_00060348","PGF_05947871",,151,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain 064C3","158836.261","RZWD01000352","fig|158836.261.peg.2825","EOL34_27100",,"PATRIC.158836.261.RZWD01000352.CDS.238.602.rev","PATRIC","CDS",238,602,365,"-",,"PLF_547_00027421","PGF_08225224",,120,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain ICR003214","158836.283","SEKA01000036","fig|158836.283.peg.3032","EVY07_14905",,"PATRIC.158836.283.SEKA01000036.CDS.7281.7745.fwd","PATRIC","CDS",7281,7745,465,"+",,"PLF_547_00074625","PGF_12814963",,155,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1644","158836.847","JACXTL010000007","fig|158836.847.peg.11513","IE994_24800",,"PATRIC.158836.847.JACXTL010000007.CDS.11144.11419.rev","PATRIC","CDS",11144,11419,276,"-",,"PLF_547_00095302","PGF_08225224",,91,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1644","158836.847","JACXTL010000007","fig|158836.847.peg.11491","IE994_24710",,"PATRIC.158836.847.JACXTL010000007.CDS.248.496.rev","PATRIC","CDS",248,496,249,"-",,"PLF_547_00095302","PGF_08225224",,82,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1644","158836.847","JACXTL010000008","fig|158836.847.peg.11535","IE994_24885",,"PATRIC.158836.847.JACXTL010000008.CDS.2919.3167.fwd","PATRIC","CDS",2919,3167,249,"+",,"PLF_547_00095302","PGF_08225224",,82,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1644","158836.847","JACXTL010000008","fig|158836.847.peg.11544","IE994_24935",,"PATRIC.158836.847.JACXTL010000008.CDS.8299.8615.fwd","PATRIC","CDS",8299,8615,317,"+",,,,,,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000003","fig|158836.848.peg.10570","IE983_22935",,"PATRIC.158836.848.JACXTA010000003.CDS.11719.12036.rev","PATRIC","CDS",11719,12036,318,"-",,"PLF_547_00095302","PGF_08225224",,105,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000003","fig|158836.848.peg.10571","IE983_22940",,"PATRIC.158836.848.JACXTA010000003.CDS.12015.12356.rev","PATRIC","CDS",12015,12356,342,"-",,,,,113,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000003","fig|158836.848.peg.10580","IE983_22980",,"PATRIC.158836.848.JACXTA010000003.CDS.17165.17413.rev","PATRIC","CDS",17165,17413,249,"-",,"PLF_547_00095302","PGF_08225224",,82,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000003","fig|158836.848.peg.10560","IE983_22890",,"PATRIC.158836.848.JACXTA010000003.CDS.6277.6594.rev","PATRIC","CDS",6277,6594,318,"-",,"PLF_547_00095302","PGF_08225224",,105,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000003","fig|158836.848.peg.10549","IE983_22845",,"PATRIC.158836.848.JACXTA010000003.CDS.832.1149.rev","PATRIC","CDS",832,1149,318,"-",,"PLF_547_00095302","PGF_08225224",,105,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000004","fig|158836.848.peg.10613","IE983_23115",,"PATRIC.158836.848.JACXTA010000004.CDS.12111.12428.rev","PATRIC","CDS",12111,12428,318,"-",,"PLF_547_00095302","PGF_08225224",,105,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000004","fig|158836.848.peg.10593","IE983_23025",,"PATRIC.158836.848.JACXTA010000004.CDS.1221.1538.rev","PATRIC","CDS",1221,1538,318,"-",,"PLF_547_00095302","PGF_08225224",,105,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000004","fig|158836.848.peg.10603","IE983_23070",,"PATRIC.158836.848.JACXTA010000004.CDS.6666.6983.rev","PATRIC","CDS",6666,6983,318,"-",,"PLF_547_00095302","PGF_08225224",,105,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000005","fig|158836.848.peg.10649","IE983_23280",,"PATRIC.158836.848.JACXTA010000005.CDS.14520.14837.rev","PATRIC","CDS",14520,14837,318,"-",,"PLF_547_00095302","PGF_08225224",,105,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000005","fig|158836.848.peg.10629","IE983_23190",,"PATRIC.158836.848.JACXTA010000005.CDS.3641.3889.rev","PATRIC","CDS",3641,3889,249,"-",,"PLF_547_00095302","PGF_08225224",,82,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000005","fig|158836.848.peg.10639","IE983_23235",,"PATRIC.158836.848.JACXTA010000005.CDS.9079.9396.rev","PATRIC","CDS",9079,9396,318,"-",,"PLF_547_00095302","PGF_08225224",,105,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000006","fig|158836.848.peg.10660","IE983_23310",,"PATRIC.158836.848.JACXTA010000006.CDS.1680.1996.fwd","PATRIC","CDS",1680,1996,317,"+",,,,,,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000007","fig|158836.848.peg.10699","IE983_23465",,"PATRIC.158836.848.JACXTA010000007.CDS.7488.7803.rev","PATRIC","CDS",7488,7803,316,"-",,,,,,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000008","fig|158836.848.peg.10732","IE983_23605",,"PATRIC.158836.848.JACXTA010000008.CDS.13506.13778.rev","PATRIC","CDS",13506,13778,273,"-",,"PLF_547_00095302","PGF_08225224",,90,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000008","fig|158836.848.peg.10713","IE983_23525",,"PATRIC.158836.848.JACXTA010000008.CDS.3991.4239.rev","PATRIC","CDS",3991,4239,249,"-",,"PLF_547_00095302","PGF_08225224",,82,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000008","fig|158836.848.peg.10722","IE983_23560",,"PATRIC.158836.848.JACXTA010000008.CDS.8072.8320.rev","PATRIC","CDS",8072,8320,249,"-",,"PLF_547_00095302","PGF_08225224",,82,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000010","fig|158836.848.peg.10769","IE983_23740",,"PATRIC.158836.848.JACXTA010000010.CDS.3040.3318.rev","PATRIC","CDS",3040,3318,279,"-",,"PLF_547_00095302","PGF_08225224",,92,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000010","fig|158836.848.peg.10779","IE983_23785",,"PATRIC.158836.848.JACXTA010000010.CDS.8486.8803.rev","PATRIC","CDS",8486,8803,318,"-",,"PLF_547_00095302","PGF_08225224",,105,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000012","fig|158836.848.peg.10830","IE983_23985",,"PATRIC.158836.848.JACXTA010000012.CDS.8342.8590.rev","PATRIC","CDS",8342,8590,249,"-",,"PLF_547_00095302","PGF_08225224",,82,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000013","fig|158836.848.peg.10857","IE983_24095",,"PATRIC.158836.848.JACXTA010000013.CDS.10953.11225.fwd","PATRIC","CDS",10953,11225,273,"+",,"PLF_547_00095302","PGF_08225224",,90,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000013","fig|158836.848.peg.10847","IE983_24050",,"PATRIC.158836.848.JACXTA010000013.CDS.5540.5788.fwd","PATRIC","CDS",5540,5788,249,"+",,"PLF_547_00095302","PGF_08225224",,82,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000013","fig|158836.848.peg.10837","IE983_24005",,"PATRIC.158836.848.JACXTA010000013.CDS.83.352.fwd","PATRIC","CDS",83,352,270,"+",,"PLF_547_00095302","PGF_08225224",,89,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000014","fig|158836.848.peg.10880","IE983_24185",,"PATRIC.158836.848.JACXTA010000014.CDS.10573.10821.rev","PATRIC","CDS",10573,10821,249,"-",,"PLF_547_00095302","PGF_08225224",,82,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1396","158836.848","JACXTA010000014","fig|158836.848.peg.10870","IE983_24140",,"PATRIC.158836.848.JACXTA010000014.CDS.5137.5453.rev","PATRIC","CDS",5137,5453,317,"-",,,,,,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1321","158836.849","JACXSZ010000008","fig|158836.849.peg.10778","IE982_22965",,"PATRIC.158836.849.JACXSZ010000008.CDS.3211.3459.fwd","PATRIC","CDS",3211,3459,249,"+",,"PLF_547_00095302","PGF_08225224",,82,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1321","158836.849","JACXSZ010000008","fig|158836.849.peg.10791","IE982_23010",,"PATRIC.158836.849.JACXSZ010000008.CDS.8649.8924.fwd","PATRIC","CDS",8649,8924,276,"+",,"PLF_547_00095302","PGF_08225224",,91,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1321","158836.849","JACXSZ010000009","fig|158836.849.peg.10827","IE982_23170",,"PATRIC.158836.849.JACXSZ010000009.CDS.12532.12768.rev","PATRIC","CDS",12532,12768,237,"-",,"PLF_547_00095302","PGF_08225224",,78,,"SLATT domain-containing protein",
"Enterobacter hormaechei strain NK1321","158836.849","JACXSZ010000009","fig|158836.849.peg.10817","IE982_23120",,"PATRIC.158836.849.JACXSZ010000009.CDS.7087.7335.rev","PATRIC","CDS",7087,7335,249,"-",,"PLF_547_00095302","PGF_08225224",,82,,"SLATT domain-containing protein",
"Lactiplantibacillus plantarum strain Dm-2019-13","1590.2249","JAERKJ010000105","fig|1590.2249.peg.21","JK218_16125",,"PATRIC.1590.2249.JAERKJ010000105.CDS.2152.2466.rev","PATRIC","CDS",2152,2466,315,"-",,,,,,,"SLATT domain-containing protein",
"Lactiplantibacillus plantarum MSJK0048","1590.4198","CP136671","fig|1590.4198.peg.3249","RI097_15860",,"PATRIC.1590.4198.CP136671.CDS.62130.62441.fwd","PATRIC","CDS",62130,62441,312,"+",,,"PGF_03891534",,103,,"SLATT domain-containing protein",
"Eleftheria terrae P9846-PB","1597781.5","CP106953","fig|1597781.5.peg.5823","N7L95_28315",,"PATRIC.1597781.5.CP106953.CDS.322879.323364.rev","PATRIC","CDS",322879,323364,486,"-",,,,,161,,"SLATT domain-containing protein",
"Citrobacter portucalensis strain Effluent_1","1639133.12","CP039329","fig|1639133.12.peg.5200","E7703_25650",,"PATRIC.1639133.12.CP039329.CDS.35351.35623.rev","PATRIC","CDS",35351,35623,273,"-",,"PLF_544_00008358","PGF_08225224",,90,,"SLATT domain-containing protein",
"Pseudarthrobacter oxydans RH60","1671.18","CP139438","fig|1671.18.peg.2337","SMD14_11450",,"PATRIC.1671.18.CP139438.CDS.2549567.2550094.rev","PATRIC","CDS",2549567,2550094,528,"-",,,,,175,,"SLATT domain-containing protein",
"Laribacter hongkongensis W67","168471.48","JAJAXM010000010","fig|168471.48.peg.304","LH440_07680",,"PATRIC.168471.48.JAJAXM010000010.CDS.113633.114253.rev","PATRIC","CDS",113633,114253,621,"-",,,,,206,,"SLATT domain-containing protein",
"Laribacter hongkongensis W33","168471.53","JAJAXV010000016","fig|168471.53.peg.894","LH463_08720",,"PATRIC.168471.53.JAJAXV010000016.CDS.2244.2864.fwd","PATRIC","CDS",2244,2864,621,"+",,,,,206,,"SLATT domain-containing protein",
"Laribacter hongkongensis W32","168471.58","JAJAXW010000033","fig|168471.58.peg.2062","LH462_13180",,"PATRIC.168471.58.JAJAXW010000033.CDS.2243.2863.fwd","PATRIC","CDS",2243,2863,621,"+",,,,,206,,"SLATT domain-containing protein",
"Laribacter hongkongensis W22","168471.59","JAJAYB010000036","fig|168471.59.peg.2267","LH456_13815",,"PATRIC.168471.59.JAJAYB010000036.CDS.2246.2866.fwd","PATRIC","CDS",2246,2866,621,"+",,,,,206,,"SLATT domain-containing protein",
"Laribacter hongkongensis W24","168471.62","JAJAYA010000033","fig|168471.62.peg.2081","LH432_13840",,"PATRIC.168471.62.JAJAYA010000033.CDS.1442.2062.fwd","PATRIC","CDS",1442,2062,621,"+",,,,,206,,"SLATT domain-containing protein",
"Acidipropionibacterium acidipropionici UW_AWMP_PROP1_2","1748.51","JAZHWM010000021","fig|1748.51.peg.3016","SOH90_14710",,"PATRIC.1748.51.JAZHWM010000021.CDS.18483.18920.rev","PATRIC","CDS",18483,18920,438,"-",,,"PGF_05031740",,145,,"SLATT domain-containing protein",
"Acidipropionibacterium acidipropionici UW_AWMP_PROP1_1","1748.52","JAZHWL010000009","fig|1748.52.peg.1921","SOH99_09385",,"PATRIC.1748.52.JAZHWL010000009.CDS.156597.157034.fwd","PATRIC","CDS",156597,157034,438,"+",,,"PGF_05031740",,145,,"SLATT domain-containing protein",
"Citrobacter cronae strain CB00122","1748967.9","JADWNC010000011","fig|1748967.9.peg.4050","I6M79_19820",,"PATRIC.1748967.9.JADWNC010000011.CDS.3275.3763.rev","PATRIC","CDS",3275,3763,489,"-",,,"PGF_05559114",,162,,"SLATT domain-containing protein",
"Pseudopropionibacterium propionicum strain F0700","1750.303","CP040007","fig|1750.303.peg.2629","FBF34_12530",,"PATRIC.1750.303.CP040007.CDS.2782354.2782950.fwd","PATRIC","CDS",2782354,2782950,597,"+",,,"PGF_07352143",,198,,"SLATT domain-containing protein",
"Pseudopropionibacterium propionicum strain FDAARGOS_578 strain Not applicable","1750.4","RKKA01000001","fig|1750.4.peg.2433","EGT56_11450",,"PATRIC.1750.4.RKKA01000001.CDS.2567625.2568221.rev","PATRIC","CDS",2567625,2568221,597,"-",,,"PGF_07352143",,198,,"SLATT domain-containing protein",
"Pseudopropionibacterium propionicum strain F0714","1750.409","CP072385","fig|1750.409.peg.657","J5A53_02995",,"PATRIC.1750.409.CP072385.CDS.675674.676270.rev","PATRIC","CDS",675674,676270,597,"-",,,"PGF_07352143",,198,,"SLATT domain-containing protein",
"Gordonia paraffinivorans bin16","175628.25","JAQIJH010000006","fig|175628.25.peg.876","PGN29_04355",,"PATRIC.175628.25.JAQIJH010000006.CDS.122818.123309.fwd","PATRIC","CDS",122818,123309,492,"+",,,,,163,,"SLATT domain-containing protein",
"Rhodococcus rhodochrous strain GD02","1829.76","JAHRXG010000002","fig|1829.76.peg.2365","KUM34_10470",,"PATRIC.1829.76.JAHRXG010000002.CDS.41928.42572.rev","PATRIC","CDS",41928,42572,645,"-",,,,,214,,"SLATT domain-containing protein",
"Rhodococcus rhodochrous strain GD02","1829.78","JAHRXG010000002","fig|1829.78.peg.2365","KUM34_10470",,"PATRIC.1829.78.JAHRXG010000002.CDS.41928.42572.rev","PATRIC","CDS",41928,42572,645,"-",,,,,214,,"SLATT domain-containing protein",
"Rhodococcus rhodochrous strain GD02","1829.80","JAHRXG010000002","fig|1829.80.peg.2365","KUM34_10470",,"PATRIC.1829.80.JAHRXG010000002.CDS.41928.42572.rev","PATRIC","CDS",41928,42572,645,"-",,,,,214,,"SLATT domain-containing protein",
"Rhodococcus rhodochrous GD02","1829.86","JAHRXG010000002","fig|1829.86.peg.2365","KUM34_10470",,"PATRIC.1829.86.JAHRXG010000002.CDS.41928.42572.rev","PATRIC","CDS",41928,42572,645,"-",,,,,214,,"SLATT domain-containing protein",
"Thermophilibacter provencensis 153_Feed","1852386.20","JAUDEA010000008","fig|1852386.20.peg.1922","QUW25_06465",,"PATRIC.1852386.20.JAUDEA010000008.CDS.84417.84995.fwd","PATRIC","CDS",84417,84995,579,"+",,,,,192,,"SLATT domain-containing protein",
"bacterium C4_metabat.bin.38","1869227.5220","JAUYPO010000033","fig|1869227.5220.peg.340","Q8R36_01515",,"PATRIC.1869227.5220.JAUYPO010000033.CDS.2569.3036.fwd","PATRIC","CDS",2569,3036,468,"+",,,,,155,,"SLATT domain-containing protein",
"Mesorhizobium sp. strain N.Ca.ET.119.02.1","1871066.11","SAJM01000031","fig|1871066.11.peg.3852","EOQ43_25065",,"PATRIC.1871066.11.SAJM01000031.CDS.50430.50938.fwd","PATRIC","CDS",50430,50938,509,"+",,,,,,,"SLATT domain-containing protein",
"Mesorhizobium sp. strain N.Ca.IN.002.10.1","1871066.119","SAOD01000008","fig|1871066.119.peg.6684","EOR18_15130",,"PATRIC.1871066.119.SAOD01000008.CDS.92849.93088.rev","PATRIC","CDS",92849,93088,240,"-",,"PLF_68287_00061595","PGF_08225224",,79,,"SLATT domain-containing protein",
"Mesorhizobium sp. strain N.Ca.IN.015.15.1","1871066.121","SANU01000027","fig|1871066.121.peg.3831","EOQ91_30590",,"PATRIC.1871066.121.SANU01000027.CDS.43429.43937.rev","PATRIC","CDS",43429,43937,509,"-",,,,,,,"SLATT domain-containing protein",
"Mesorhizobium sp. strain N.Ca.IN.015.09.1","1871066.122","SANV01000025","fig|1871066.122.peg.2656","EOQ92_28915",,"PATRIC.1871066.122.SANV01000025.CDS.27929.28437.rev","PATRIC","CDS",27929,28437,509,"-",,,,,,,"SLATT domain-containing protein",
"Mesorhizobium sp. strain N.Ca.IN.013.05.1","1871066.135","SANR01000026","fig|1871066.135.peg.3503","EOQ88_31610",,"PATRIC.1871066.135.SANR01000026.CDS.60533.61041.fwd","PATRIC","CDS",60533,61041,509,"+",,,,,,,"SLATT domain-containing protein",
"Mesorhizobium sp. strain N.Ca.IN.013.13.1","1871066.137","SANP01000026","fig|1871066.137.peg.3733","EOQ86_30405",,"PATRIC.1871066.137.SANP01000026.CDS.43295.43803.rev","PATRIC","CDS",43295,43803,509,"-",,,,,,,"SLATT domain-containing protein",
"Mesorhizobium sp. strain N.Ca.IN.013.14.1","1871066.139","SANQ01000027","fig|1871066.139.peg.3763","EOQ87_32595",,"PATRIC.1871066.139.SANQ01000027.CDS.42167.42675.fwd","PATRIC","CDS",42167,42675,509,"+",,,,,,,"SLATT domain-containing protein",
"Mesorhizobium sp. strain N.Ca.IN.013.12.1","1871066.141","SANO01000032","fig|1871066.141.peg.4888","EOQ85_32990",,"PATRIC.1871066.141.SANO01000032.CDS.43429.43937.rev","PATRIC","CDS",43429,43937,509,"-",,,,,,,"SLATT domain-containing protein",
"Mesorhizobium sp. strain N.Ca.IN.003.12.1","1871066.146","SAON01000003","fig|1871066.146.peg.3939","EOR28_07395",,"PATRIC.1871066.146.SAON01000003.CDS.96754.96993.fwd","PATRIC","CDS",96754,96993,240,"+",,"PLF_68287_00061595","PGF_08225224",,79,,"SLATT domain-containing protein",
"Mesorhizobium sp. strain N.Ca.IN.006.01.1","1871066.154","SAPE01000065","fig|1871066.154.peg.5912","EOR46_29980",,"PATRIC.1871066.154.SAPE01000065.CDS.11339.11847.rev","PATRIC","CDS",11339,11847,509,"-",,,,,,,"SLATT domain-containing protein",
"Mesorhizobium sp. strain N.Ca.IN.006.14.1","1871066.171","SAPF01000133","fig|1871066.171.peg.1162","EOR45_17280",,"PATRIC.1871066.171.SAPF01000133.CDS.12372.12880.rev","PATRIC","CDS",12372,12880,509,"-",,,,,,,"SLATT domain-containing protein",
